age,goal_time_minutes,goal_distance_km,experience_encoded,race_terrain_encoded,weeks_of_training,avg_weekly_miles_last_12w,peak_weekly_miles,avg_training_pace_min_per_mile,longest_run_miles,num_runs_20_plus,pct_miles_road,pct_miles_trail,pct_miles_track,adherence_pct,days_to_race,negative_sentiment_rate,actual_finish_time_minutes,met_goal
23.0,78.0,10.0,1.0,0.0,9.0,17.41,20.18,9.602,10.49,0.0,82.15,3.48,14.37,81.53,75.0,0.226,77.09,1.0
25.0,24.0,5.0,1.0,0.0,11.0,18.21,24.17,9.025,7.94,0.0,93.69,3.62,2.69,79.99,87.0,0.2276,25.77,1.0
52.0,158.0,21.0975,0.0,0.0,16.0,40.93,49.15,9.353,8.27,0.0,48.97,34.01,17.02,98.89,77.0,0.2161,156.98,1.0
49.0,235.0,42.195,1.0,0.0,14.0,46.19,62.4,7.893,18.32,0.0,53.26,21.88,24.86,72.14,79.0,0.4397,194.66,1.0
38.0,21.0,5.0,0.0,0.0,14.0,13.52,17.47,10.16,4.9,0.0,34.19,41.2,24.61,67.59,58.0,0.1579,28.18,1.0
34.0,209.0,21.0975,1.0,2.0,16.0,33.24,44.43,8.276,10.68,0.0,68.75,22.01,9.24,79.66,48.0,0.3152,174.13,1.0
34.0,37.0,5.0,0.0,0.0,8.0,19.25,29.59,10.635,5.59,0.0,77.37,18.59,4.04,74.21,72.0,0.3968,40.24,0.0
24.0,45.0,5.0,0.0,2.0,7.0,21.58,27.59,8.677,6.88,0.0,80.43,16.81,2.76,59.46,45.0,0.0368,44.86,1.0
52.0,133.0,21.0975,2.0,1.0,14.0,13.35,20.04,9.573,13.52,0.0,52.03,47.62,0.35,80.59,50.0,0.1853,152.5,0.0
27.0,24.0,5.0,1.0,2.0,9.0,16.83,26.0,8.169,7.73,0.0,65.9,16.14,17.95,97.8,47.0,0.0711,31.64,0.0
39.0,171.0,21.0975,0.0,0.0,17.0,34.57,39.02,10.422,13.28,0.0,59.13,35.05,5.81,97.32,23.0,0.284,163.56,1.0
31.0,58.0,10.0,0.0,0.0,11.0,11.31,15.24,11.342,11.66,0.0,83.42,8.78,7.81,99.22,58.0,0.0935,70.42,0.0
29.0,365.0,42.195,0.0,1.0,13.0,37.65,51.39,9.487,19.36,2.0,73.71,26.09,0.2,96.8,69.0,0.0735,297.53,1.0
22.0,294.0,42.195,0.0,0.0,17.0,33.91,42.29,10.389,19.91,1.0,75.74,20.6,3.66,97.35,46.0,0.1607,265.52,1.0
34.0,86.0,10.0,0.0,0.0,15.0,19.86,30.79,10.854,10.39,0.0,76.99,7.77,15.24,96.03,40.0,0.0951,77.02,1.0
45.0,44.0,10.0,0.0,0.0,11.0,14.02,17.28,10.999,9.77,0.0,47.31,33.45,19.23,77.92,57.0,0.3498,56.78,0.0
38.0,18.0,5.0,1.0,0.0,11.0,14.32,23.87,8.289,4.3,0.0,51.91,31.51,16.58,98.48,70.0,0.2657,27.88,0.0
36.0,57.0,10.0,1.0,0.0,13.0,13.75,19.07,10.07,8.41,0.0,79.6,14.51,5.89,63.09,35.0,0.2867,64.02,0.0
32.0,62.0,10.0,0.0,2.0,14.0,17.73,24.45,12.214,11.48,0.0,62.26,31.66,6.08,73.44,80.0,0.2043,70.34,0.0
32.0,27.0,5.0,0.0,1.0,7.0,9.57,10.93,12.129,7.36,0.0,13.14,62.97,23.89,72.94,44.0,0.2411,38.1,0.0
28.0,30.0,5.0,1.0,0.0,11.0,18.99,21.66,9.254,5.22,0.0,49.43,28.84,21.73,70.15,61.0,0.1586,30.83,1.0
30.0,351.0,42.195,0.0,0.0,17.0,40.15,45.53,9.355,17.26,4.0,94.55,0.0,5.45,81.16,71.0,0.0914,285.97,1.0
30.0,307.0,42.195,2.0,0.0,19.0,50.72,58.1,6.5,21.76,3.0,44.19,34.86,20.95,77.42,22.0,0.3376,202.22,1.0
40.0,173.0,21.0975,1.0,0.0,19.0,35.79,44.7,8.56,9.55,0.0,82.25,12.28,5.47,74.9,46.0,0.2927,156.42,1.0
36.0,138.0,21.0975,1.0,0.0,12.0,33.16,40.45,8.872,8.17,0.0,60.98,23.13,15.88,100.0,79.0,0.2457,150.65,0.0
28.0,41.0,10.0,2.0,1.0,13.0,14.1,18.52,7.9,9.51,0.0,59.18,24.64,16.18,79.44,74.0,0.1439,63.08,1.0
39.0,207.0,21.0975,0.0,0.0,11.0,22.9,27.92,11.126,11.89,0.0,49.1,35.63,15.27,81.06,28.0,0.085,188.86,1.0
23.0,55.0,10.0,2.0,0.0,16.0,13.57,15.83,8.978,6.5,0.0,83.67,4.44,11.89,80.3,43.0,0.0685,62.57,0.0
48.0,110.0,21.0975,1.0,0.0,10.0,34.85,45.86,8.044,9.6,0.0,83.09,2.58,14.33,85.15,54.0,0.2911,120.97,1.0
30.0,192.0,42.195,1.0,0.0,23.0,23.29,33.4,9.532,21.93,3.0,65.29,23.46,11.25,90.06,67.0,0.1034,212.41,0.0
36.0,40.0,5.0,1.0,1.0,11.0,13.52,21.67,10.064,4.09,0.0,56.57,39.36,4.07,76.03,76.0,0.0941,49.48,0.0
27.0,97.0,21.0975,2.0,0.0,17.0,27.25,39.57,7.801,12.07,0.0,61.56,29.82,8.62,77.32,38.0,0.2987,113.61,0.0
27.0,343.0,42.195,1.0,0.0,15.0,36.49,44.55,7.663,17.33,3.0,99.08,0.13,0.78,80.06,86.0,0.0785,283.04,1.0
46.0,117.0,21.0975,0.0,0.0,17.0,26.85,29.74,10.054,12.55,0.0,75.59,14.4,10.02,91.97,60.0,0.1442,140.98,0.0
45.0,52.0,10.0,1.0,2.0,14.0,14.2,18.19,7.727,6.38,0.0,55.31,24.64,20.06,60.06,78.0,0.0452,64.29,0.0
50.0,30.0,5.0,0.0,2.0,13.0,16.67,25.36,10.678,4.97,0.0,54.99,30.41,14.6,81.81,36.0,0.1253,36.92,0.0
32.0,175.0,21.0975,0.0,2.0,12.0,26.86,38.22,9.537,10.38,0.0,72.87,25.33,1.8,92.93,91.0,0.1949,175.7,1.0
28.0,132.0,21.0975,1.0,0.0,10.0,32.38,41.75,6.786,14.53,0.0,75.75,17.55,6.7,75.57,30.0,0.2768,132.44,1.0
47.0,89.0,10.0,0.0,0.0,8.0,16.44,19.51,10.294,7.76,0.0,44.86,43.01,12.14,82.01,74.0,0.4795,87.47,1.0
28.0,379.0,42.195,0.0,2.0,21.0,34.48,49.44,9.035,14.24,4.0,65.76,22.5,11.75,93.48,49.0,0.1043,308.73,1.0
51.0,163.0,21.0975,1.0,1.0,17.0,26.09,33.05,8.595,9.41,0.0,46.28,34.56,19.16,85.53,64.0,0.2215,161.42,1.0
24.0,327.0,42.195,2.0,0.0,19.0,53.53,57.79,6.5,14.58,0.0,60.26,29.98,9.76,87.08,68.0,0.0575,239.93,1.0
34.0,60.0,10.0,0.0,0.0,9.0,20.55,30.66,10.103,9.87,0.0,40.03,36.72,23.25,87.93,54.0,0.3696,69.18,0.0
41.0,372.0,42.195,0.0,0.0,14.0,37.73,52.59,9.065,15.35,2.0,57.84,23.56,18.6,77.11,81.0,0.0123,287.33,1.0
37.0,411.0,42.195,2.0,0.0,18.0,37.37,51.48,6.5,15.06,1.0,70.33,23.43,6.24,66.09,87.0,0.1973,308.72,1.0
36.0,71.0,10.0,1.0,0.0,13.0,26.45,32.12,9.451,7.59,0.0,91.09,6.3,2.61,94.68,62.0,0.2243,76.43,1.0
36.0,49.0,10.0,0.0,0.0,14.0,18.79,22.94,10.905,6.73,0.0,65.14,28.75,6.11,87.94,72.0,0.3988,61.63,0.0
26.0,165.0,21.0975,2.0,0.0,12.0,33.91,40.59,6.514,11.94,0.0,76.65,15.85,7.5,61.18,49.0,0.1169,164.65,1.0
40.0,74.0,10.0,1.0,0.0,16.0,18.85,26.41,8.294,10.68,0.0,46.2,32.26,21.53,87.72,28.0,0.0198,73.17,1.0
24.0,148.0,21.0975,2.0,0.0,13.0,14.21,20.68,9.273,9.29,0.0,73.19,14.89,11.93,54.15,36.0,0.1074,169.09,0.0
24.0,208.0,42.195,0.0,0.0,24.0,41.98,61.72,8.543,17.27,4.0,57.26,35.35,7.39,76.37,67.0,0.0669,198.83,1.0
51.0,28.0,5.0,1.0,0.0,14.0,22.27,28.38,9.225,8.65,0.0,61.03,15.54,23.43,74.74,67.0,0.0727,33.25,0.0
54.0,202.0,42.195,1.0,0.0,24.0,51.04,69.48,6.5,13.88,4.0,66.64,30.06,3.3,84.16,89.0,0.1108,188.12,1.0
36.0,54.0,10.0,0.0,0.0,16.0,15.85,22.77,9.896,6.91,0.0,94.26,0.2,5.54,56.82,52.0,0.0833,65.59,0.0
55.0,44.0,10.0,1.0,2.0,14.0,21.13,33.46,7.86,11.28,0.0,64.54,15.27,20.18,77.95,89.0,0.0467,60.17,0.0
45.0,67.0,10.0,0.0,0.0,13.0,32.49,36.5,9.188,10.61,0.0,81.86,17.63,0.51,89.71,46.0,0.3532,67.48,1.0
38.0,47.0,10.0,1.0,2.0,12.0,18.65,22.55,8.891,7.71,0.0,58.92,29.86,11.22,61.4,64.0,0.1113,57.87,0.0
24.0,241.0,42.195,0.0,0.0,15.0,28.26,37.67,9.539,14.22,2.0,72.61,16.6,10.79,75.32,64.0,0.5523,265.0,0.0
35.0,77.0,10.0,1.0,0.0,14.0,15.92,19.45,9.969,7.87,0.0,55.19,23.13,21.68,70.91,91.0,0.143,82.76,0.0
39.0,47.0,10.0,2.0,0.0,15.0,25.1,29.09,8.194,7.04,0.0,50.03,39.26,10.72,100.0,27.0,0.1217,53.88,0.0
35.0,200.0,42.195,1.0,0.0,19.0,51.67,68.09,7.718,15.54,0.0,90.65,3.34,6.01,79.41,36.0,0.3089,194.93,1.0
48.0,56.0,10.0,1.0,0.0,14.0,20.1,30.71,8.554,6.29,0.0,91.29,5.23,3.48,83.69,45.0,0.215,62.5,0.0
29.0,130.0,21.0975,2.0,1.0,12.0,24.94,37.65,6.778,15.07,0.0,26.74,55.55,17.71,88.81,72.0,0.3287,148.13,0.0
50.0,97.0,21.0975,2.0,0.0,13.0,38.1,48.2,7.037,9.77,0.0,78.26,18.81,2.93,72.61,43.0,0.2071,129.24,0.0
42.0,197.0,21.0975,0.0,0.0,11.0,29.18,35.25,10.259,14.5,0.0,70.59,21.6,7.81,95.59,30.0,0.1105,184.19,1.0
50.0,103.0,21.0975,0.0,0.0,11.0,34.69,41.53,9.7,13.98,0.0,98.64,0.0,1.36,100.0,59.0,0.3031,129.89,0.0
47.0,201.0,21.0975,0.0,0.0,19.0,25.17,34.72,10.036,12.23,0.0,52.51,42.49,5.0,87.57,53.0,0.1576,192.85,1.0
23.0,26.0,5.0,0.0,0.0,11.0,7.17,10.99,12.258,5.6,0.0,72.48,22.43,5.09,75.07,84.0,0.1691,34.05,0.0
34.0,364.0,42.195,2.0,2.0,15.0,34.08,46.23,7.203,20.35,1.0,71.6,16.16,12.24,73.09,46.0,0.4759,261.42,1.0
27.0,184.0,21.0975,0.0,2.0,16.0,20.52,26.82,9.994,12.69,0.0,74.23,23.15,2.62,97.57,30.0,0.2996,179.63,1.0
33.0,43.0,10.0,0.0,1.0,14.0,29.33,37.12,9.903,11.74,0.0,47.25,51.87,0.89,45.01,50.0,0.4524,63.75,0.0
50.0,154.0,21.0975,0.0,0.0,13.0,16.61,21.61,11.152,8.32,0.0,96.06,0.0,3.94,84.76,55.0,0.2239,163.13,1.0
53.0,23.0,5.0,1.0,1.0,13.0,9.68,13.41,9.974,4.64,0.0,55.8,21.74,22.45,88.24,89.0,0.0485,34.36,0.0
33.0,111.0,21.0975,0.0,0.0,18.0,28.34,33.63,10.653,11.42,0.0,50.69,28.35,20.96,65.46,52.0,0.4814,145.4,0.0
27.0,56.0,10.0,0.0,0.0,12.0,14.22,16.74,13.72,9.33,0.0,59.26,28.01,12.73,67.56,88.0,0.1003,65.26,0.0
53.0,22.0,5.0,2.0,0.0,7.0,20.45,24.42,8.01,6.57,0.0,84.71,9.33,5.96,82.65,83.0,0.3842,27.33,0.0
50.0,148.0,21.0975,1.0,2.0,15.0,21.18,31.02,8.675,14.0,0.0,69.38,8.16,22.45,81.42,22.0,0.1129,148.92,1.0
32.0,61.0,10.0,0.0,0.0,10.0,10.31,15.56,10.225,11.14,0.0,63.83,20.58,15.6,100.0,48.0,0.0975,63.43,1.0
26.0,39.0,5.0,0.0,0.0,6.0,10.44,17.27,10.869,8.94,0.0,72.61,14.39,13.0,70.05,58.0,0.0348,40.37,1.0
53.0,34.0,5.0,0.0,0.0,10.0,12.37,18.61,11.637,6.85,0.0,58.17,20.31,21.52,78.19,57.0,0.3108,37.8,0.0
52.0,25.0,5.0,0.0,0.0,8.0,21.31,25.8,10.033,8.21,0.0,61.53,29.39,9.08,91.53,24.0,0.2339,29.18,0.0
53.0,78.0,10.0,0.0,2.0,10.0,24.56,28.64,8.095,9.26,0.0,76.12,20.05,3.83,72.49,72.0,0.2299,77.86,1.0
37.0,37.0,5.0,0.0,0.0,9.0,15.59,21.11,11.927,7.82,0.0,75.69,0.0,24.31,78.13,44.0,0.5975,40.12,1.0
52.0,53.0,10.0,0.0,1.0,14.0,22.64,34.52,10.035,7.57,0.0,45.53,51.94,2.53,79.5,25.0,0.1471,70.99,0.0
35.0,56.0,10.0,0.0,0.0,9.0,23.72,33.1,8.671,8.97,0.0,69.18,25.58,5.23,58.35,68.0,0.1641,63.77,0.0
27.0,184.0,21.0975,2.0,2.0,14.0,17.06,22.3,7.962,12.87,0.0,55.4,30.02,14.57,99.97,45.0,0.2112,183.77,1.0
33.0,171.0,21.0975,2.0,1.0,11.0,24.01,32.52,8.268,11.1,0.0,37.28,40.5,22.22,69.64,72.0,0.2991,170.96,1.0
27.0,204.0,21.0975,0.0,0.0,20.0,41.9,46.03,9.707,14.75,0.0,69.73,23.55,6.72,100.0,50.0,0.1504,175.06,1.0
44.0,252.0,42.195,0.0,1.0,22.0,29.54,36.66,11.173,13.18,3.0,38.92,49.51,11.57,87.66,51.0,0.0092,286.3,0.0
27.0,319.0,42.195,0.0,0.0,19.0,28.31,40.92,10.383,12.52,2.0,59.25,23.24,17.5,67.32,56.0,0.3126,274.78,1.0
51.0,102.0,21.0975,0.0,2.0,16.0,22.04,28.71,11.06,15.22,0.0,69.19,11.83,18.98,100.0,41.0,0.2644,123.7,0.0
29.0,71.0,10.0,0.0,0.0,16.0,23.34,36.51,9.548,9.54,0.0,67.73,26.7,5.57,81.75,35.0,0.2972,80.86,0.0
39.0,18.0,5.0,1.0,0.0,10.0,13.72,22.77,9.744,7.16,0.0,50.57,31.53,17.91,81.88,43.0,0.1734,27.55,0.0
38.0,82.0,10.0,1.0,1.0,12.0,24.12,30.49,8.993,9.11,0.0,50.61,25.28,24.11,100.0,83.0,0.3013,90.21,0.0
53.0,51.0,10.0,1.0,0.0,15.0,16.21,21.57,9.73,7.09,0.0,86.89,7.84,5.26,97.32,38.0,0.3848,63.71,0.0
31.0,194.0,21.0975,1.0,0.0,15.0,34.18,43.08,6.665,9.41,0.0,86.91,6.81,6.29,71.03,72.0,0.0304,168.32,1.0
52.0,396.0,42.195,0.0,0.0,22.0,37.46,42.76,9.483,13.72,4.0,82.79,0.0,17.21,81.31,36.0,0.2666,293.24,1.0
36.0,322.0,42.195,0.0,0.0,21.0,28.58,32.52,11.793,12.12,4.0,63.07,21.96,14.97,86.89,90.0,0.1913,315.58,1.0
23.0,64.0,10.0,1.0,1.0,14.0,19.21,24.32,6.755,11.36,0.0,19.18,56.19,24.64,90.59,81.0,0.1147,70.43,0.0
52.0,49.0,10.0,0.0,1.0,12.0,28.73,34.17,8.688,9.58,0.0,47.58,30.24,22.18,84.16,33.0,0.0902,64.53,0.0
52.0,71.0,10.0,0.0,2.0,12.0,16.2,25.19,9.468,11.95,0.0,72.39,24.41,3.2,83.76,80.0,0.0878,78.4,0.0
52.0,129.0,21.0975,0.0,1.0,17.0,35.86,48.23,9.691,8.83,0.0,61.25,27.03,11.72,81.96,66.0,0.0945,153.17,0.0
52.0,399.0,42.195,2.0,0.0,20.0,49.31,63.99,6.5,13.44,1.0,77.95,1.57,20.48,59.0,78.0,0.2373,281.2,1.0
24.0,82.0,10.0,2.0,0.0,14.0,11.96,16.39,7.232,6.32,0.0,44.45,40.93,14.62,100.0,90.0,0.3643,82.6,1.0
31.0,163.0,21.0975,1.0,1.0,12.0,18.28,24.6,9.007,14.94,0.0,51.51,34.04,14.45,95.17,56.0,0.3426,159.61,1.0
41.0,176.0,21.0975,0.0,0.0,12.0,38.39,47.69,9.447,10.87,0.0,56.09,31.18,12.73,97.3,24.0,0.0367,155.58,1.0
47.0,178.0,21.0975,0.0,0.0,11.0,33.71,36.7,10.072,11.44,0.0,71.11,6.34,22.55,81.76,91.0,0.0832,174.41,1.0
26.0,67.0,10.0,0.0,0.0,11.0,17.47,23.98,11.584,6.69,0.0,74.65,21.69,3.65,76.32,84.0,0.0574,72.67,0.0
36.0,78.0,10.0,0.0,0.0,14.0,16.03,22.05,9.581,10.32,0.0,69.11,13.0,17.89,91.55,26.0,0.3985,81.7,0.0
24.0,372.0,42.195,1.0,0.0,17.0,54.62,62.7,7.082,15.84,3.0,85.49,10.71,3.79,83.92,62.0,0.1913,248.05,1.0
23.0,168.0,21.0975,1.0,1.0,11.0,21.59,23.6,9.33,8.18,0.0,80.37,17.87,1.76,100.0,65.0,0.2007,171.51,1.0
35.0,285.0,42.195,0.0,0.0,14.0,56.58,62.0,8.382,18.31,1.0,73.43,26.26,0.31,88.9,31.0,0.0356,198.07,1.0
27.0,70.0,10.0,1.0,2.0,12.0,25.69,32.28,7.868,11.45,0.0,69.14,22.67,8.18,80.31,57.0,0.2014,72.32,1.0
32.0,209.0,21.0975,1.0,0.0,11.0,28.23,41.68,8.497,9.78,0.0,72.21,5.89,21.89,100.0,31.0,0.1461,185.45,1.0
39.0,146.0,21.0975,0.0,0.0,17.0,39.48,44.68,9.766,12.49,0.0,60.94,28.62,10.44,89.61,58.0,0.1689,157.19,0.0
45.0,82.0,10.0,0.0,0.0,11.0,20.5,31.59,9.639,9.04,0.0,88.41,8.01,3.58,66.49,56.0,0.2088,81.99,1.0
27.0,42.0,5.0,2.0,0.0,14.0,14.82,22.57,6.5,6.74,0.0,61.09,21.57,17.34,74.42,75.0,0.2993,39.5,1.0
43.0,289.0,42.195,0.0,0.0,13.0,36.81,41.43,10.626,18.56,1.0,74.81,12.72,12.46,88.47,21.0,0.0975,239.23,1.0
38.0,39.0,5.0,0.0,0.0,9.0,13.93,21.76,11.776,5.12,0.0,71.11,11.63,17.26,93.87,60.0,0.19,36.41,1.0
40.0,29.0,5.0,0.0,2.0,14.0,20.36,27.48,10.629,6.31,0.0,78.07,11.22,10.71,75.14,21.0,0.131,39.15,0.0
30.0,368.0,42.195,1.0,0.0,14.0,47.87,65.78,6.949,13.54,2.0,90.71,7.35,1.94,62.75,21.0,0.2385,281.15,1.0
34.0,116.0,21.0975,1.0,1.0,16.0,30.53,35.56,8.037,8.44,0.0,66.82,27.6,5.59,100.0,72.0,0.0807,127.03,0.0
42.0,166.0,21.0975,1.0,1.0,16.0,43.03,47.45,7.071,13.04,0.0,26.82,57.24,15.94,79.39,89.0,0.1551,162.88,1.0
32.0,95.0,10.0,0.0,2.0,8.0,30.68,37.41,9.312,9.02,0.0,77.06,9.33,13.61,75.32,76.0,0.2958,90.19,1.0
50.0,63.0,10.0,1.0,0.0,10.0,24.0,31.25,8.708,11.26,0.0,85.91,10.77,3.32,92.66,37.0,0.055,67.31,0.0
47.0,119.0,21.0975,0.0,0.0,18.0,31.81,37.91,10.408,13.23,0.0,62.19,25.99,11.82,97.66,89.0,0.0492,134.31,0.0
43.0,45.0,5.0,0.0,1.0,8.0,19.6,22.87,10.009,6.28,0.0,55.96,25.64,18.4,74.45,48.0,0.1079,50.16,0.0
54.0,18.0,5.0,0.0,1.0,10.0,18.55,24.95,10.32,5.64,0.0,67.37,22.61,10.02,93.91,56.0,0.103,31.4,0.0
53.0,120.0,21.0975,0.0,0.0,14.0,35.75,48.6,9.391,12.34,0.0,55.99,30.2,13.81,91.87,81.0,0.2245,148.14,0.0
24.0,138.0,21.0975,1.0,2.0,20.0,16.6,22.47,10.753,12.85,0.0,80.65,10.86,8.49,59.97,33.0,0.1111,166.02,0.0
53.0,107.0,21.0975,1.0,0.0,12.0,29.88,32.67,8.935,10.23,0.0,68.79,16.12,15.09,81.85,54.0,0.238,132.22,0.0
32.0,83.0,10.0,1.0,1.0,15.0,19.81,24.71,9.982,8.36,0.0,23.16,53.85,22.98,73.96,21.0,0.1907,88.15,0.0
28.0,190.0,21.0975,1.0,0.0,11.0,25.1,34.31,9.792,15.87,0.0,55.57,29.83,14.6,91.16,72.0,0.0602,170.78,1.0
51.0,30.0,5.0,1.0,0.0,12.0,15.12,20.51,9.206,6.85,0.0,82.65,10.31,7.04,76.45,71.0,0.1703,34.55,0.0
52.0,38.0,10.0,0.0,1.0,12.0,25.11,36.81,9.391,11.72,0.0,55.53,39.49,4.98,92.88,44.0,0.2384,56.46,0.0
55.0,26.0,5.0,0.0,0.0,13.0,18.76,21.46,11.025,5.58,0.0,93.16,3.86,2.98,71.21,66.0,0.1284,29.39,0.0
47.0,234.0,42.195,1.0,1.0,20.0,41.25,50.68,6.5,19.19,1.0,31.33,47.96,20.71,61.33,70.0,0.1429,228.83,1.0
49.0,124.0,21.0975,1.0,0.0,16.0,19.76,28.85,10.41,8.2,0.0,72.49,24.38,3.12,100.0,30.0,0.131,135.05,1.0
44.0,46.0,10.0,0.0,1.0,16.0,23.58,35.3,8.959,7.23,0.0,25.64,53.09,21.27,70.8,62.0,0.0679,62.99,0.0
26.0,51.0,10.0,0.0,0.0,11.0,20.7,27.98,9.855,10.32,0.0,78.41,18.9,2.69,85.55,41.0,0.1683,63.13,0.0
42.0,25.0,5.0,1.0,0.0,10.0,18.86,24.7,8.704,6.52,0.0,61.47,19.04,19.49,74.93,63.0,0.219,31.65,0.0
22.0,100.0,21.0975,1.0,2.0,11.0,16.12,23.09,10.226,13.09,0.0,61.29,15.7,23.02,64.73,80.0,0.2414,117.91,0.0
31.0,91.0,10.0,0.0,0.0,12.0,13.19,16.5,11.583,9.94,0.0,47.62,33.8,18.58,83.12,80.0,0.3579,90.9,1.0
47.0,300.0,42.195,1.0,0.0,18.0,27.07,37.34,8.385,17.35,4.0,86.59,12.36,1.05,100.0,70.0,0.31,257.77,1.0
46.0,380.0,42.195,0.0,0.0,15.0,48.56,65.06,8.898,18.81,2.0,84.84,12.21,2.95,78.96,31.0,0.2452,271.78,1.0
37.0,77.0,10.0,2.0,2.0,8.0,15.38,22.41,9.581,11.36,0.0,49.32,30.0,20.68,80.04,22.0,0.1697,76.12,1.0
26.0,21.0,5.0,1.0,1.0,14.0,9.86,16.26,9.869,6.54,0.0,42.22,34.43,23.36,81.08,41.0,0.367,31.47,0.0
37.0,106.0,21.0975,0.0,0.0,16.0,29.56,36.54,9.217,11.79,0.0,48.89,44.22,6.89,76.8,45.0,0.175,133.19,0.0
32.0,82.0,10.0,0.0,1.0,12.0,15.71,23.94,10.715,7.44,0.0,31.74,61.65,6.61,90.12,58.0,0.0904,89.14,0.0
51.0,34.0,5.0,0.0,0.0,12.0,14.89,17.9,11.849,8.22,0.0,73.52,9.74,16.75,75.07,58.0,0.0616,37.32,0.0
29.0,38.0,5.0,0.0,0.0,10.0,11.39,13.81,11.914,5.9,0.0,80.99,5.4,13.61,83.56,83.0,0.1969,41.83,0.0
42.0,61.0,10.0,1.0,2.0,10.0,13.61,20.33,7.873,10.14,0.0,78.18,16.72,5.1,78.63,74.0,0.0655,66.35,0.0
37.0,26.0,5.0,0.0,0.0,9.0,8.02,10.09,10.14,8.66,0.0,75.61,0.0,24.39,63.26,65.0,0.2947,33.92,0.0
24.0,216.0,42.195,0.0,0.0,19.0,26.24,38.22,9.756,17.66,1.0,77.97,14.42,7.61,74.68,39.0,0.0699,232.63,1.0
42.0,38.0,5.0,0.0,0.0,10.0,20.17,27.34,10.073,7.91,0.0,58.54,30.77,10.69,74.87,72.0,0.13,44.04,0.0
37.0,175.0,21.0975,1.0,0.0,15.0,15.33,21.73,9.222,14.25,0.0,75.88,19.93,4.19,76.89,21.0,0.028,171.77,1.0
46.0,45.0,5.0,0.0,1.0,6.0,18.06,20.87,11.183,6.69,0.0,55.78,34.58,9.63,74.16,65.0,0.2039,48.35,1.0
26.0,135.0,21.0975,0.0,2.0,10.0,19.36,26.25,9.607,14.61,0.0,69.82,25.6,4.59,82.04,81.0,0.1328,156.36,0.0
35.0,128.0,21.0975,1.0,0.0,19.0,29.61,33.24,7.601,8.27,0.0,79.22,16.95,3.83,74.3,22.0,0.2389,153.03,0.0
26.0,31.0,5.0,0.0,0.0,14.0,12.76,14.69,11.395,6.32,0.0,69.37,26.04,4.59,100.0,22.0,0.1987,33.98,0.0
31.0,84.0,10.0,2.0,1.0,12.0,11.19,15.23,9.391,10.97,0.0,46.78,42.9,10.32,77.14,21.0,0.1737,83.89,1.0
28.0,41.0,5.0,2.0,0.0,9.0,15.36,20.34,8.919,7.34,0.0,79.73,5.71,14.56,96.01,90.0,0.2914,40.33,1.0
43.0,36.0,5.0,1.0,0.0,6.0,7.83,12.29,9.547,5.56,0.0,62.68,14.3,23.02,92.5,91.0,0.049,37.64,1.0
24.0,38.0,10.0,1.0,0.0,14.0,15.53,23.31,9.312,7.35,0.0,63.01,24.22,12.76,80.23,74.0,0.0996,50.22,0.0
36.0,189.0,21.0975,0.0,0.0,20.0,19.39,29.33,10.506,15.98,0.0,40.26,37.15,22.6,71.1,38.0,0.1785,181.07,1.0
49.0,154.0,21.0975,1.0,2.0,19.0,38.37,46.72,8.471,9.65,0.0,67.79,28.43,3.79,79.57,74.0,0.2195,162.55,1.0
41.0,20.0,5.0,0.0,1.0,7.0,23.28,29.67,9.738,6.95,0.0,59.17,28.08,12.75,82.8,85.0,0.1245,30.1,0.0
32.0,20.0,5.0,0.0,0.0,14.0,21.76,26.56,9.448,7.07,0.0,57.61,20.16,22.23,100.0,76.0,0.3991,29.22,1.0
47.0,61.0,10.0,0.0,0.0,16.0,17.1,24.28,10.365,10.04,0.0,95.03,4.06,0.9,71.58,66.0,0.2974,76.23,0.0
43.0,24.0,5.0,1.0,0.0,11.0,19.9,26.94,7.333,8.97,0.0,40.67,40.0,19.33,100.0,28.0,0.2042,26.22,0.0
24.0,163.0,21.0975,1.0,0.0,11.0,22.53,25.93,9.864,9.88,0.0,88.49,4.04,7.48,81.52,73.0,0.212,175.43,1.0
26.0,262.0,42.195,0.0,0.0,17.0,53.93,68.36,8.05,15.48,4.0,78.89,8.64,12.46,66.64,82.0,0.2476,207.88,1.0
32.0,23.0,5.0,0.0,0.0,13.0,15.93,22.63,11.251,6.67,0.0,57.02,23.08,19.9,66.83,35.0,0.4305,27.71,0.0
50.0,123.0,21.0975,1.0,0.0,20.0,27.18,33.38,8.621,11.63,0.0,51.17,25.09,23.74,73.54,59.0,0.1504,139.16,0.0
27.0,22.0,5.0,1.0,0.0,13.0,16.15,22.39,8.994,5.31,0.0,79.27,0.0,20.73,75.44,51.0,0.1062,29.08,0.0
36.0,59.0,10.0,1.0,0.0,13.0,24.72,34.56,9.84,6.62,0.0,74.96,9.79,15.25,71.09,22.0,0.1036,61.47,1.0
40.0,28.0,5.0,2.0,0.0,7.0,15.5,19.15,8.974,8.51,0.0,55.56,20.0,24.44,90.94,39.0,0.1723,30.08,0.0
32.0,40.0,5.0,2.0,2.0,13.0,18.08,20.59,7.946,8.26,0.0,74.61,23.68,1.71,73.24,56.0,0.1143,44.05,0.0
34.0,224.0,42.195,1.0,1.0,20.0,41.93,45.27,8.507,20.58,2.0,49.76,33.75,16.48,83.92,40.0,0.2428,221.67,1.0
